pmcid,table_id,table_label,x,y,z
8707613,life-11-01411-t002,Table 2,33.0,27.0,9.0
8707613,life-11-01411-t002,Table 2,-26.0,36.0,9.0
8707613,life-11-01411-t002,Table 2,39.0,36.0,3.0
8707613,life-11-01411-t002,Table 2,39.0,36.0,6.0
7340148,T1,TABLE 1,-57.0,-18.0,-15.0
7340148,T1,TABLE 1,58.0,-17.0,-15.0
7340148,T1,TABLE 1,-62.0,-23.0,12.0
7340148,T1,TABLE 1,63.0,-24.0,12.0
7340148,T1,TABLE 1,-46.0,-29.0,10.0
7340148,T1,TABLE 1,47.0,-29.0,10.0
7340148,T1,TABLE 1,-56.0,-25.0,5.0
7340148,T1,TABLE 1,56.0,-22.0,3.0
7340148,T1,TABLE 1,-10.0,12.0,-13.0
7340148,T1,TABLE 1,13.0,11.0,-13.0
7340148,T1,TABLE 1,-24.0,-6.0,-18.0
7340148,T1,TABLE 1,24.0,-6.0,-18.0
7340148,T1,TABLE 1,-26.0,-36.0,-10.0
7340148,T1,TABLE 1,26.0,-36.0,-10.0
7340148,T1,TABLE 1,-4.0,38.0,4.0
7340148,T1,TABLE 1,4.0,38.0,4.0
7340148,T1,TABLE 1,-4.0,26.0,-10.0
7340148,T1,TABLE 1,4.0,26.0,-10.0
7340148,T1,TABLE 1,-3.0,44.0,-8.0
7340148,T1,TABLE 1,3.0,44.0,-8.0
7340148,T3,TABLE 3,18.0,-42.0,-26.0
7340148,T3,TABLE 3,3.0,-78.0,-39.0
7340148,T3,TABLE 3,-15.0,-57.0,-25.0
7340148,T3,TABLE 3,-18.0,-18.0,69.0
7340148,T3,TABLE 3,-30.0,-51.0,-57.0
7340148,T3,TABLE 3,-12.0,-66.0,-24.0
7340148,T3,TABLE 3,-39.0,-89.0,-7.0
7340148,T3,TABLE 3,-36.0,15.0,-41.0
7340148,T3,TABLE 3,-9.0,-27.0,72.0
7340148,T3,TABLE 3,6.0,-84.0,-42.0
7340148,T3,TABLE 3,24.0,-3.0,-15.0
7340148,T3,TABLE 3,60.0,-21.0,45.0
7340148,T4,TABLE 4,39.0,-30.0,45.0
7340148,T4,TABLE 4,15.0,-9.0,63.0
7340148,T4,TABLE 4,57.0,-21.0,0.0
7340148,T4,TABLE 4,6.0,0.0,48.0
10036396,T2,TABLE 2,-9.0,30.0,-24.0
10036396,T2,TABLE 2,9.0,-78.0,51.0
7905591,Tab1,Table 1,-8.0,-38.0,34.0
7905591,Tab1,Table 1,-2.0,34.0,42.0
7905591,Tab1,Table 1,-14.0,-56.0,24.0
7905591,Tab1,Table 1,-48.0,-68.0,10.0
7905591,Tab1,Table 1,-26.0,-68.0,18.0
7905591,Tab3,Table 3,-39.0,-77.0,33.0
7905591,Tab3,Table 3,-39.0,-77.0,33.0
7905591,Tab3,Table 3,-39.0,-77.0,33.0
7905591,Tab3,Table 3,-55.0,-12.0,29.0
7905591,Tab3,Table 3,-55.0,-12.0,29.0
7905591,Tab3,Table 3,-55.0,-12.0,29.0
7905591,Tab3,Table 3,-37.0,-79.0,10.0
7905591,Tab3,Table 3,-46.0,-58.0,49.0
7905591,Tab3,Table 3,-46.0,-58.0,49.0
7905591,Tab3,Table 3,-60.0,-39.0,31.0
7905591,Tab3,Table 3,47.0,14.0,0.0
7905591,Tab3,Table 3,-44.0,13.0,1.0
7905591,Tab3,Table 3,-60.0,-39.0,31.0
7905591,Tab3,Table 3,0.0,22.0,35.0
7905591,Tab3,Table 3,32.0,46.0,27.0
7905591,Tab3,Table 3,-32.0,45.0,27.0
7905591,Tab3,Table 3,0.0,22.0,35.0
7905591,Tab3,Table 3,-27.0,-9.0,64.0
7905591,Tab3,Table 3,-39.0,-43.0,52.0
8228527,life-11-00506-t003,Table 3,-48.0,-30.0,2.0
8228527,life-11-00506-t003,Table 3,-32.0,-44.0,47.0
8228527,life-11-00506-t003,Table 3,-42.0,-27.0,5.0
8228527,life-11-00506-t004,Table 4,14.0,-45.0,72.0
8228527,life-11-00506-t004,Table 4,17.0,-87.0,2.0
8228527,life-11-00506-t004,Table 4,-44.0,-48.0,14.0
8228527,life-11-00506-t004,Table 4,-44.0,-6.0,60.0
8228527,life-11-00506-t004,Table 4,-48.0,-6.0,-15.0
8228527,life-11-00506-t004,Table 4,53.0,-30.0,-6.0
8228527,life-11-00506-t004,Table 4,56.0,14.0,32.0
8228527,life-11-00506-t004,Table 4,-35.0,-42.0,65.0
8228527,life-11-00506-t004,Table 4,-38.0,-17.0,68.0
8228527,life-11-00506-t004,Table 4,-50.0,14.0,-12.0
8228527,life-11-00506-t004,Table 4,-32.0,-8.0,-17.0
8228527,life-11-00506-t004,Table 4,-20.0,-36.0,-18.0
8228527,life-11-00506-t004,Table 4,-27.0,24.0,-24.0
8228527,life-11-00506-t004,Table 4,-21.0,48.0,30.0
8228527,life-11-00506-t004,Table 4,-62.0,-11.0,39.0
8228527,life-11-00506-t004,Table 4,-39.0,-29.0,6.0
8228527,life-11-00506-t004,Table 4,38.0,23.0,21.0
8228527,life-11-00506-t004,Table 4,-32.0,-66.0,32.0
7880987,Tab2,Table 2,10,-12,-20
7880987,Tab2,Table 2,40,-70,24
7815846,Tab2,Table 2,-16,-89,33
7815846,Tab2,Table 2,-26,-70,31
7815846,Tab2,Table 2,43,-79,10
7815846,Tab2,Table 2,16,-66,19
7815846,Tab2,Table 2,14,-78,34
7815846,Tab2,Table 2,16,-87,36
7815846,Tab2,Table 2,53,-53,26
7815846,Tab2,Table 2,6,-52,23
9643675,psyp14118-tbl-0002,TABLE 2,8.0,54.0,-4.0
9643675,psyp14118-tbl-0002,TABLE 2,2.0,52.0,-6.0
9643675,psyp14118-tbl-0002,TABLE 2,-4.0,24.0,-14.0
9643675,psyp14118-tbl-0002,TABLE 2,-44.0,14.0,-32.0
9643675,psyp14118-tbl-0002,TABLE 2,-42.0,14.0,-30.0
9643675,psyp14118-tbl-0002,TABLE 2,18.0,-26.0,-18.0
9643675,psyp14118-tbl-0002,TABLE 2,-10.0,18.0,-2.0
9643675,psyp14118-tbl-0002,TABLE 2,16.0,22.0,-2.0
9643675,psyp14118-tbl-0002,TABLE 2,40.0,-18.0,4.0
9643675,psyp14118-tbl-0002,TABLE 2,-62.0,12.0,6.0
9643675,psyp14118-tbl-0002,TABLE 2,18.0,36.0,48.0
9643675,psyp14118-tbl-0002,TABLE 2,8.0,60.0,10.0
9643675,psyp14118-tbl-0002,TABLE 2,-10.0,64.0,22.0
9643675,psyp14118-tbl-0002,TABLE 2,-12.0,34.0,20.0
9643675,psyp14118-tbl-0002,TABLE 2,-36.0,44.0,24.0
9643675,psyp14118-tbl-0002,TABLE 2,8.0,64.0,16.0
9643675,psyp14118-tbl-0002,TABLE 2,-24.0,34.0,38.0
9643675,psyp14118-tbl-0002,TABLE 2,-30.0,54.0,34.0
9643675,psyp14118-tbl-0002,TABLE 2,16.0,62.0,34.0
9643675,psyp14118-tbl-0002,TABLE 2,14.0,56.0,34.0
9643675,psyp14118-tbl-0002,TABLE 2,-26.0,28.0,46.0
9643675,psyp14118-tbl-0002,TABLE 2,12.0,36.0,48.0
9643675,psyp14118-tbl-0003,TABLE 3,0.0,52.0,-10.0
9643675,psyp14118-tbl-0003,TABLE 3,-62.0,8.0,8.0
9643675,psyp14118-tbl-0003,TABLE 3,-6.0,-52.0,-12.0
9643675,psyp14118-tbl-0003,TABLE 3,-6.0,10.0,36.0
9643675,psyp14118-tbl-0003,TABLE 3,-34.0,-20.0,8.0
9643675,psyp14118-tbl-0003,TABLE 3,-4.0,58.0,42.0
9643675,psyp14118-tbl-0003,TABLE 3,42.0,20.0,32.0
9643675,psyp14118-tbl-0003,TABLE 3,44.0,22.0,32.0
9643675,psyp14118-tbl-0003,TABLE 3,36.0,42.0,4.0
9643675,psyp14118-tbl-0004,TABLE 4,-14.0,2.0,66.0
9643675,psyp14118-tbl-0004,TABLE 4,32.0,-20.0,-8.0
9643675,psyp14118-tbl-0004,TABLE 4,-18.0,0.0,8.0
9643675,psyp14118-tbl-0004,TABLE 4,-30.0,-32.0,-14.0
9643675,psyp14118-tbl-0004,TABLE 4,-12.0,44.0,34.0
9643675,psyp14118-tbl-0004,TABLE 4,-12.0,22.0,52.0
9643675,psyp14118-tbl-0004,TABLE 4,-52.0,12.0,-36.0
9643675,psyp14118-tbl-0004,TABLE 4,-56.0,22.0,2.0
9643675,psyp14118-tbl-0004,TABLE 4,-30.0,-32.0,-14.0
9643675,psyp14118-tbl-0004,TABLE 4,-12.0,22.0,52.0
9643675,psyp14118-tbl-0004,TABLE 4,-48.0,14.0,-38.0
9643675,psyp14118-tbl-0004,TABLE 4,-54.0,24.0,2.0
9643675,psyp14118-tbl-0004,TABLE 4,4.0,-2.0,40.0
9643675,psyp14118-tbl-0004,TABLE 4,58.0,22.0,26.0
9643675,psyp14118-tbl-0004,TABLE 4,2.0,-2.0,42.0
9643675,psyp14118-tbl-0004,TABLE 4,-22.0,14.0,-32.0
9643675,psyp14118-tbl-0004,TABLE 4,-14.0,-24.0,70.0
9643675,psyp14118-tbl-0004,TABLE 4,-16.0,-20.0,78.0
9860458,tbl2,Table 2,-27.0,27.0,36.0
9860458,tbl2,Table 2,27.0,30.0,30.0
9860458,tbl2,Table 2,3.0,-78.0,18.0
9860458,tbl2,Table 2,-39.0,-27.0,60.0
7580186,table2-2042018820960296,Table 2.,36.0,39.0,30.0
7580186,table2-2042018820960296,Table 2.,12.0,-78.0,12.0
7580186,table2-2042018820960296,Table 2.,12.0,9.0,60.0
7580186,table2-2042018820960296,Table 2.,-3.0,-72.0,9.0
8716545,T2,TABLE 2,33,6,-30
8716545,T2,TABLE 2,3,-78,9
8716545,T2,TABLE 2,27,-84,21
6485093,Tab3,Table 3,24,32,3
6485093,Tab3,Table 3,25,13,52
6485093,Tab3,Table 3,-25,57,-12
6485093,Tab3,Table 3,-10,-68,20
6485093,Tab3,Table 3,-5,-67,-11
6485093,Tab3,Table 3,3,-66,-10
8960737,T4,TABLE 4,-45.0,-42.0,-21.0
8960737,T4,TABLE 4,-12.0,-57.0,0.0
8960737,T4,TABLE 4,51.0,-51.0,21.0
8960737,T4,TABLE 4,-45.0,18.0,36.0
8960737,T4,TABLE 4,-33.0,-39.0,-9.0
8960737,T4,TABLE 4,0.0,-57.0,15.0
8960737,T4,TABLE 4,-57.0,-36.0,6.0
8960737,T4,TABLE 4,36.0,-27.0,12.0
8960737,T4,TABLE 4,-33.0,0.0,15.0
8960737,T4,TABLE 4,42.0,-18.0,48.0
8960737,T4,TABLE 4,27.0,-87.0,6.0
8960737,T4,TABLE 4,-3.0,-54.0,24.0
8960737,T4,TABLE 4,15.0,66.0,-24.0
6648236,T1,Table 1.,-7.0,-62.0,39.0
6648236,T1,Table 1.,-7.0,-83.0,21.0
6648236,T2,Table 2.,-34.0,31.0,9.0
6648236,T2,Table 2.,-65.0,-35.0,9.0
6648236,T2,Table 2.,59.0,-29.0,12.0
6648236,T2,Table 2.,26.0,-83.0,-3.0
6648236,T3,Table 3.,-28.0,-65.0,12.0
6648236,T3,Table 3.,-22.0,67.0,22.0
6648236,T3,Table 3.,17.0,64.0,30.0
6648236,T3,Table 3.,26.0,-80.0,9.0
6648236,T3,Table 3.,41.0,-44.0,15.0
6648236,T3,Table 3.,-10.0,-17.0,33.0
6648236,T4,Table 4.,-19.0,1.0,42.0
6648236,T4,Table 4.,-19.0,-38.0,42.0
6648236,T4,Table 4.,-10.0,7.0,-6.0
6648236,T4,Table 4.,-55.0,-17.0,36.0
6648236,T4,Table 4.,-16.0,-8.0,-21.0
6648236,T4,Table 4.,8.0,43.0,-19.0
6648236,T5,Table 5.,-25.0,-59.0,0.0
6648236,T5,Table 5.,62.0,-11.0,6.0
6648236,T5,Table 5.,11.0,-56.0,6.0
6648236,T5,Table 5.,14.0,-74.0,-18.0
6648236,T6,Table 6.,17.0,-2.0,69.0
6648236,T6,Table 6.,44.0,31.0,-3.0
6648236,T6,Table 6.,50.0,-32.0,-12.0
6648236,T6,Table 6.,44.0,-44.0,39.0
6648236,T6,Table 6.,23.0,-71.0,48.0
6648236,T6,Table 6.,-13.0,34.0,57.0
6648236,T6,Table 6.,-46.0,7.0,48.0
6648236,T6,Table 6.,-40.0,-56.0,21.0
6648236,T6,Table 6.,-4.0,-47.0,27.0
6648236,T6,Table 6.,2.0,68.0,21.0
6648236,T6,Table 6.,50.0,-62.0,24.0
6648236,T7,Table 7.,14.0,-74.0,51.0
6648236,T7,Table 7.,-34.0,4.0,24.0
9608187,T3,TABLE 3,-24,15,45
9608187,T4,TABLE 4,3,3,39
7240193,tbl0002,Table 2,-2,-92,20
7240193,tbl0002,Table 2,28,36,40
7240193,tbl0003,Table 3,-32,0,64
7240193,tbl0003,Table 3,-6,-68,54
7240193,tbl0003,Table 3,-64,-54,10
7240193,tbl0003,Table 3,48,30,-10
7240193,tbl0003,Table 3,9,-84,1
7240193,tbl0003,Table 3,28,30,46
7240193,tbl0003,Table 3,-28,18,10
7240193,tbl0003,Table 3,0,-92,20
7240193,tbl0003,Table 3,-3,-22,70
7240193,tbl0003,Table 3,42,-8,54
7240193,tbl0003,Table 3,-36,-20,17
7240193,tbl0003,Table 3,-2,-90,20
7240193,tbl0003,Table 3,64,-46,34
7240193,tbl0003,Table 3,60,14,27
6620714,T2,Table 2,-3,26,44
6620714,T2,Table 2,37,32,-2
6620714,T2,Table 2,-20,45,39
6620714,T2,Table 2,26,50,27
6620714,T2,Table 2,43,49,-2
6620714,T2,Table 2,49,-42,45
6620714,T2,Table 2,-15,4,8
6620714,T2,Table 2,9,-4,6
6620714,T2,Table 2,65,-24,-19
6620714,T2,Table 2,-56,-50,10
7325959,T2,Table 2,0,-81,36
7325959,T2,Table 2,-12,-99,-6
7325959,T2,Table 2,63,-21,15
7325959,T2,Table 2,-63,-24,15
7325959,T2,Table 2,-33,-21,69
7325959,T2,Table 2,0,54,15
7325959,T2,Table 2,0,-51,21
7325959,T2,Table 2,0,-72,39
7325959,T2,Table 2,-36,-63,54
7325959,T2,Table 2,39,-63,51
7325959,T2,Table 2,-30,57,18
7325959,T2,Table 2,33,54,27
7325959,T2,Table 2,0,24,33
7325959,T2,Table 2,-3,-60,60
7325959,T2,Table 2,15,-72,57
7325959,T2,Table 2,-42,48,0
7325959,T2,Table 2,-33,-66,54
7325959,T2,Table 2,60,-45,-12
7325959,T2,Table 2,33,60,-3
7325959,T2,Table 2,45,-57,54
7004964,T2,Table 2,8,26,30
6275219,T2,Table 2,-24.0,-3.0,-27.0
6275219,T2,Table 2,-12.0,-99.0,12.0
6275219,T2,Table 2,9.0,-96.0,12.0
6275219,T3,Table 3,-30.0,-33.0,9.0
6275219,T3,Table 3,0.0,54.0,33.0
6275219,T3,Table 3,3.0,-6.0,78.0
6275219,T3,Table 3,-18.0,-99.0,-15.0
6275219,T3,Table 3,-21.0,-72.0,0.0
6275219,T3,Table 3,18.0,-75.0,9.0
6275219,T3,Table 3,21.0,63.0,18.0
6275219,T3,Table 3,-39.0,-30.0,36.0
6275219,T3,Table 3,-33.0,3.0,54.0
6275219,T3,Table 3,6.0,-42.0,63.0
6275219,T3,Table 3,60.0,-45.0,-24.0
6275219,T3,Table 3,42.0,30.0,-21.0
6275219,T3,Table 3,-18.0,-102.0,-3.0
6275219,T3,Table 3,18.0,-102.0,-9.0
6275219,T3,Table 3,18.0,57.0,21.0
6275219,T3,Table 3,-39.0,-30.0,36.0
6275219,T3,Table 3,36.0,18.0,42.0
6275219,T3,Table 3,-30.0,-57.0,66.0
8069225,brainsci-11-00476-t001,Table 1,6,-60,44
8069225,brainsci-11-00476-t001,Table 1,30,4,38
8069225,brainsci-11-00476-t001,Table 1,58,-34,48
8069225,brainsci-11-00476-t001,Table 1,32,4,56
8069225,brainsci-11-00476-t001,Table 1,52,-18,-24
8069225,brainsci-11-00476-t001,Table 1,-58,-16,-24
8069225,brainsci-11-00476-t001,Table 1,10,-42,28
8069225,brainsci-11-00476-t001,Table 1,-30,-40,-34
8069225,brainsci-11-00476-t002,Table 2,-16,12,48
8069225,brainsci-11-00476-t002,Table 2,28,6,56
8069225,brainsci-11-00476-t002,Table 2,18,24,56
9477102,T3,TABLE 3,-1,-20,67
9477102,T3,TABLE 3,-18,-35,70
9477102,T3,TABLE 3,17,-35,74
9478601,T2,TABLE 2,-48.0,-44.0,20.0
9478601,T2,TABLE 2,-58.0,-50.0,26.0
9478601,T2,TABLE 2,-56.0,-42.0,26.0
9478601,T2,TABLE 2,-4.0,20.0,40.0
9478601,T2,TABLE 2,-14.0,10.0,60.0
9478601,T2,TABLE 2,4.0,10.0,46.0
9478601,T2,TABLE 2,-30.0,44.0,36.0
9478601,T2,TABLE 2,52.0,16.0,-4.0
9478601,T2,TABLE 2,44.0,10.0,0.0
9478601,T2,TABLE 2,56.0,12.0,-12.0
9478601,T2,TABLE 2,-16.0,-84.0,16.0
9478601,T2,TABLE 2,6.0,-80.0,28.0
9478601,T2,TABLE 2,6.0,-86.0,38.0
9478601,T2,TABLE 2,-40.0,10.0,6.0
9478601,T2,TABLE 2,-56.0,0.0,8.0
9478601,T2,TABLE 2,-46.0,0.0,8.0
9478601,T2,TABLE 2,52.0,16.0,42.0
9478601,T2,TABLE 2,-12.0,-72.0,46.0
9478601,T2,TABLE 2,-30.0,-60.0,26.0
9478601,T2,TABLE 2,-36.0,-60.0,40.0
9478601,T2,TABLE 2,-20.0,-52.0,28.0
9478601,T2,TABLE 2,48.0,-66.0,-30.0
9478601,T2,TABLE 2,30.0,-64.0,-30.0
9478601,T2,TABLE 2,40.0,-52.0,-32.0
9478601,T2,TABLE 2,-4.0,-72.0,52.0
9478601,T2,TABLE 2,-16.0,-84.0,36.0
9478601,T2,TABLE 2,-40.0,38.0,26.0
9478601,T2,TABLE 2,-46.0,38.0,18.0
9478601,T2,TABLE 2,-2.0,-24.0,-28.0
9478601,T2,TABLE 2,-54.0,-74.0,16.0
9478601,T2,TABLE 2,-50.0,-82.0,10.0
9478601,T2,TABLE 2,8.0,-50.0,40.0
9478601,T3,TABLE 3,-16.0,-8.0,-16.0
9478601,T3,TABLE 3,-28.0,-14.0,-14.0
9478601,T3,TABLE 3,-20.0,0.0,-22.0
9478601,T3,TABLE 3,30.0,2.0,-16.0
9478601,T3,TABLE 3,12.0,8.0,-10.0
9478601,T3,TABLE 3,6.0,40.0,6.0
9478601,T3,TABLE 3,4.0,50.0,8.0
9478601,T3,TABLE 3,-4.0,48.0,8.0
9478601,T3,TABLE 3,-24.0,-32.0,-10.0
9478601,T3,TABLE 3,-4.0,42.0,-10.0
9478601,T3,TABLE 3,-4.0,34.0,-4.0
9478601,T3,TABLE 3,-6.0,52.0,-4.0
9478601,T3,TABLE 3,-4.0,-18.0,-10.0
9478601,T3,TABLE 3,0.0,20.0,-8.0
9478601,T3,TABLE 3,-26.0,16.0,-12.0
9478601,T3,TABLE 3,-8.0,8.0,-12.0
9478601,T3,TABLE 3,40.0,18.0,-14.0
9478601,T3,TABLE 3,36.0,16.0,-6.0
9478601,T3,TABLE 3,-24.0,-34.0,-10.0
9478601,T3,TABLE 3,30.0,2.0,-16.0
9478601,T3,TABLE 3,6.0,40.0,6.0
9478601,T3,TABLE 3,-24.0,-10.0,-10.0
9478601,T3,TABLE 3,-4.0,46.0,-10.0
9478601,T3,TABLE 3,-30.0,12.0,-10.0
9478601,T3,TABLE 3,0.0,22.0,-10.0
9478601,T3,TABLE 3,-18.0,-6.0,-14.0
9478601,T3,TABLE 3,20.0,2.0,-16.0
9478601,T3,TABLE 3,16.0,-10.0,-12.0
9478601,T3,TABLE 3,-4.0,-14.0,-12.0
9478601,T3,TABLE 3,-6.0,50.0,10.0
9478601,T3,TABLE 3,6.0,50.0,6.0
9478601,T3,TABLE 3,20.0,2.0,-16.0
9478601,T3,TABLE 3,-4.0,-14.0,-12.0
9478601,T3,TABLE 3,-20.0,-4.0,-16.0
6121162,T1,Table 1,-2.0,-26.0,-16.0
6121162,T1,Table 1,-20.0,-48.0,26.0
6121162,T1,Table 1,6.0,-28.0,-18.0
6121162,T1,Table 1,8.0,-16.0,-4.0
6121162,T1,Table 1,-18.0,-16.0,-2.0
6121162,T1,Table 1,4.0,-42.0,14.0
6121162,T1,Table 1,54.0,-54.0,18.0
6121162,T1,Table 1,-54.0,-60.0,26.0
6121162,T1,Table 1,2.0,-22.0,-20.0
6121162,T1,Table 1,-18.0,-20.0,-20.0
6121162,T1,Table 1,6.0,-24.0,38.0
6121162,T1,Table 1,-2.0,-24.0,-18.0
6121162,T1,Table 1,-16.0,38.0,54.0
6121162,T1,Table 1,-4.0,-60.0,18.0
6121162,T1,Table 1,-48.0,-72.0,38.0
6121162,T1,Table 1,36.0,-78.0,-48.0
6121162,T1,Table 1,-24.0,-8.0,-24.0
6121162,T1,Table 1,-54.0,-12.0,-22.0
6121162,T1,Table 1,10.0,-22.0,-16.0
6121162,T1,Table 1,8.0,-12.0,-4.0
6121162,T1,Table 1,-24.0,-16.0,-2.0
6121162,T1,Table 1,-32.0,-66.0,-20.0
6121162,T1,Table 1,8.0,-22.0,-18.0
6121162,T1,Table 1,10.0,-24.0,-6.0
6121162,T1,Table 1,-20.0,-12.0,-2.0
6121162,T1,Table 1,52.0,-50.0,58.0
6121162,T1,Table 1,-8.0,-36.0,24.0
6121162,T1,Table 1,-24.0,-52.0,6.0
6121162,T1,Table 1,20.0,18.0,68.0
8571566,tbl2,Table 2,-45.0,-78.0,-3.0
8571566,tbl2,Table 2,48.0,48.0,9.0
8571566,tbl2,Table 2,42.0,15.0,15.0
8571566,tbl2,Table 2,-30.0,0.0,21.0
8571566,tbl2,Table 2,-3.0,-45.0,60.0
8571566,tbl3,Table 3,-45.0,21.0,-21.0
8571566,tbl3,Table 3,-30.0,21.0,-24.0
8571566,tbl3,Table 3,-6.0,33.0,27.0
8571566,tbl3,Table 3,-27.0,-48.0,-27.0
8571566,tbl3,Table 3,-33.0,6.0,-3.0
6915079,T2,Table 2,42.0,54.0,0.0
6915079,T2,Table 2,45.0,48.0,0.0
6915079,T2,Table 2,54.0,-48.0,45.0
6915079,T2,Table 2,54.0,-60.0,36.0
6915079,T2,Table 2,24.0,-12.0,66.0
6915079,T2,Table 2,54.0,-63.0,39.0
9738657,ijerph-19-15482-t003,Table 3,15.0,-57.0,9.0
9738657,ijerph-19-15482-t003,Table 3,-42.0,-72.0,-12.0
9738657,ijerph-19-15482-t003,Table 3,30.0,-75.0,-9.0
9738657,ijerph-19-15482-t003,Table 3,-51.0,-12.0,27.0
9738657,ijerph-19-15482-t003,Table 3,36.0,3.0,33.0
9738657,ijerph-19-15482-t003,Table 3,-48.0,12.0,-18.0
9738657,ijerph-19-15482-t003,Table 3,-30.0,63.0,-6.0
9738657,ijerph-19-15482-t003,Table 3,-3.0,9.0,0.0
9738657,ijerph-19-15482-t003,Table 3,-45.0,6.0,-21.0
9738657,ijerph-19-15482-t003,Table 3,42.0,18.0,-36.0
9738657,ijerph-19-15482-t003,Table 3,-30.0,3.0,-48.0
9738657,ijerph-19-15482-t003,Table 3,0.0,-57.0,54.0
9738657,ijerph-19-15482-t003,Table 3,0.0,45.0,-18.0
9738657,ijerph-19-15482-t003,Table 3,18.0,0.0,-18.0
9738657,ijerph-19-15482-t004,Table 4,-42.0,6.0,-24.0
9738657,ijerph-19-15482-t004,Table 4,33.0,15.0,-27.0
9738657,ijerph-19-15482-t004,Table 4,48.0,-63.0,-12.0
9738657,ijerph-19-15482-t004,Table 4,24.0,66.0,6.0
9738657,ijerph-19-15482-t004,Table 4,-39.0,48.0,12.0
9738657,ijerph-19-15482-t004,Table 4,-21.0,24.0,-9.0
9738657,ijerph-19-15482-t004,Table 4,-42.0,-36.0,9.0
9738657,ijerph-19-15482-t004,Table 4,-48.0,15.0,21.0
9738657,ijerph-19-15482-t004,Table 4,-9.0,33.0,30.0
9738657,ijerph-19-15482-t004,Table 4,54.0,-45.0,33.0
9738657,ijerph-19-15482-t004,Table 4,51.0,0.0,6.0
9738657,ijerph-19-15482-t004,Table 4,15.0,24.0,-3.0
9738657,ijerph-19-15482-t004,Table 4,36.0,0.0,-48.0
9738657,ijerph-19-15482-t004,Table 4,24.0,-45.0,6.0
9738657,ijerph-19-15482-t004,Table 4,-3.0,-63.0,39.0
9738657,ijerph-19-15482-t004,Table 4,-15.0,54.0,30.0
9738657,ijerph-19-15482-t004,Table 4,-39.0,-54.0,15.0
9853194,tab3,Table 3,9,-72,15
9853194,tab3,Table 3,24,21,54
9853194,tab3,Table 3,21,-81,21
9853194,tab3,Table 3,-15,-60,48
9853194,tab3,Table 3,0,-75,21
9853194,tab3,Table 3,21,-81,24
9853194,tab3,Table 3,-15,-57,48
9853194,tab3,Table 3,6,-54,54
9556654,T2,TABLE 2,30.0,-30.0,-39.0
9556654,T2,TABLE 2,-9.0,-66.0,-3.0
9556654,T2,TABLE 2,45.0,0.0,-3.0
9556654,T2,TABLE 2,-42.0,-3.0,0.0
9556654,T2,TABLE 2,15.0,-63.0,72.0
9556654,T2,TABLE 2,-18.0,-51.0,78.0
6240578,T2,Table 2,6.0,-54.0,22.0
6240578,T2,Table 2,-24.0,28.0,54.0
6240578,T2,Table 2,0.0,48.0,-2.0
6240578,T2,Table 2,46.0,-68.0,38.0
6240578,T2,Table 2,-40.0,-70.0,38.0
6240578,T2,Table 2,-6.0,-50.0,16.0
6337053,T2,Table 2,51.0,-30.0,27.0
6337053,T2,Table 2,18.0,-63.0,51.0
6337053,T3,Table 3,-45.0,-36.0,-21.0
6337053,T3,Table 3,3.0,-78.0,36.0
6337053,T3,Table 3,3.0,12.0,39.0
6182059,T2,Table 2,30.0,-12.0,63.0
6182059,T2,Table 2,12.0,-66.0,36.0
6182059,T2,Table 2,6.0,-54.0,-57.0
6182059,T2,Table 2,27.0,-90.0,-27.0
6182059,T2,Table 2,-33.0,-33.0,-3.0
6182059,T2,Table 2,42.0,-24.0,-21.0
6182059,T2,Table 2,51.0,-63.0,21.0
6182059,T2,Table 2,-9.0,-51.0,27.0
6182059,T2,Table 2,12.0,63.0,15.0
6182059,T2,Table 2,-15.0,-42.0,54.0
6182059,T2,Table 2,-36.0,-66.0,30.0
6182059,T2,Table 2,-9.0,-51.0,27.0
6182059,T2,Table 2,15.0,63.0,15.0
6182059,T2,Table 2,-15.0,-42.0,54.0
6182059,T2,Table 2,18.0,-51.0,21.0
6182059,T2,Table 2,-60.0,-51.0,39.0
6182059,T3,Table 3,27.0,-15.0,63.0
6182059,T3,Table 3,-24.0,-15.0,63.0
6182059,T3,Table 3,12.0,-66.0,36.0
6182059,T3,Table 3,6.0,-57.0,-54.0
6182059,T3,Table 3,-33.0,-33.0,-3.0
6182059,T3,Table 3,42.0,-24.0,-21.0
6182059,T3,Table 3,-9.0,-54.0,21.0
6182059,T3,Table 3,-15.0,-42.0,51.0
6182059,T3,Table 3,51.0,-63.0,24.0
6182059,T3,Table 3,-15.0,-42.0,51.0
6182059,T3,Table 3,-45.0,-21.0,54.0
6182059,T3,Table 3,-33.0,36.0,-9.0
6182059,T3,Table 3,9.0,-66.0,36.0
6182059,T3,Table 3,54.0,-63.0,-33.0
6182059,T3,Table 3,-18.0,-42.0,57.0
6182059,T3,Table 3,54.0,-66.0,24.0
6182059,T3,Table 3,-3.0,-57.0,63.0
6182059,T3,Table 3,-42.0,-63.0,30.0
6182059,T3,Table 3,6.0,-51.0,57.0
6182059,T4,Table 4,-57.0,0.0,-15.0
6182059,T4,Table 4,-3.0,48.0,-15.0
6182059,T4,Table 4,-57.0,-3.0,-24.0
6182059,T4,Table 4,39.0,-12.0,-36.0
6182059,T4,Table 4,42.0,-12.0,42.0
6182059,T4,Table 4,-21.0,-21.0,-30.0
6182059,T4,Table 4,63.0,3.0,-27.0
