pmcid,table_id,table_label,x,y,z
8609487,bpl-7-bpl200115-t001,Table 1,0.0,-12.0,62.0
8609487,bpl-7-bpl200115-t001,Table 1,8.0,2.0,72.0
8609487,bpl-7-bpl200115-t001,Table 1,-36.0,0.0,58.0
8609487,bpl-7-bpl200115-t001,Table 1,-58.0,-28.0,34.0
8609487,bpl-7-bpl200115-t001,Table 1,58.0,-34.0,32.0
8609487,bpl-7-bpl200115-t001,Table 1,-18.0,-10.0,-22.0
8609487,bpl-7-bpl200115-t001,Table 1,20.0,-10.0,-18.0
8609487,bpl-7-bpl200115-t001,Table 1,20.0,-8.0,-26.0
8609487,bpl-7-bpl200115-t001,Table 1,28.0,6.0,-2.0
8609487,bpl-7-bpl200115-t001,Table 1,-22.0,0.0,-16.0
8609487,bpl-7-bpl200115-t001,Table 1,-24.0,6.0,0.0
8609487,bpl-7-bpl200115-t001,Table 1,-6.0,-20.0,6.0
8609487,bpl-7-bpl200115-t001,Table 1,8.0,-20.0,4.0
8609487,bpl-7-bpl200115-t001,Table 1,26.0,2.0,-16.0
8609487,bpl-7-bpl200115-t001,Table 1,4.0,-52.0,24.0
8609487,bpl-7-bpl200115-t001,Table 1,-2.0,-44.0,32.0
8609487,bpl-7-bpl200115-t001,Table 1,-46.0,-62.0,26.0
8609487,bpl-7-bpl200115-t001,Table 1,-30.0,-56.0,40.0
8609487,bpl-7-bpl200115-t001,Table 1,44.0,-64.0,32.0
8609487,bpl-7-bpl200115-t001,Table 1,2.0,-58.0,22.0
8609487,bpl-7-bpl200115-t001,Table 1,-4.0,-54.0,14.0
8609487,bpl-7-bpl200115-t001,Table 1,-42.0,-72.0,24.0
8609487,bpl-7-bpl200115-t001,Table 1,-44.0,-68.0,22.0
8609487,bpl-7-bpl200115-t001,Table 1,46.0,-62.0,22.0
8609487,bpl-7-bpl200115-t001,Table 1,-4.0,44.0,-2.0
8609487,bpl-7-bpl200115-t001,Table 1,-2.0,48.0,-6.0
8609487,bpl-7-bpl200115-t001,Table 1,8.0,34.0,10.0
8609487,bpl-7-bpl200115-t001,Table 1,6.0,46.0,8.0
8609487,bpl-7-bpl200115-t001,Table 1,-2.0,54.0,10.0
8609487,bpl-7-bpl200115-t001,Table 1,24.0,58.0,14.0
8609487,bpl-7-bpl200115-t001,Table 1,52.0,-20.0,-12.0
8609487,bpl-7-bpl200115-t001,Table 1,56.0,-56.0,24.0
8609487,bpl-7-bpl200115-t001,Table 1,-58.0,-38.0,-2.0
8609487,bpl-7-bpl200115-t001,Table 1,-52.0,-52.0,26.0
8609487,bpl-7-bpl200115-t001,Table 1,6.0,-58.0,46.0
8609487,bpl-7-bpl200115-t001,Table 1,46.0,-54.0,40.0
8609487,bpl-7-bpl200115-t001,Table 1,44.0,28.0,28.0
8609487,bpl-7-bpl200115-t001,Table 1,46.0,36.0,22.0
8609487,bpl-7-bpl200115-t001,Table 1,42.0,50.0,0.0
8609487,bpl-7-bpl200115-t001,Table 1,38.0,40.0,-18.0
8609487,bpl-7-bpl200115-t001,Table 1,24.0,54.0,2.0
8609487,bpl-7-bpl200115-t001,Table 1,-32.0,-72.0,40.0
8609487,bpl-7-bpl200115-t001,Table 1,-36.0,-60.0,42.0
8609487,bpl-7-bpl200115-t001,Table 1,-44.0,12.0,46.0
8609487,bpl-7-bpl200115-t001,Table 1,46.0,-56.0,46.0
8609487,bpl-7-bpl200115-t001,Table 1,50.0,-36.0,50.0
8609487,bpl-7-bpl200115-t001,Table 1,28.0,-60.0,50.0
8609487,bpl-7-bpl200115-t001,Table 1,30.0,-60.0,44.0
8609487,bpl-7-bpl200115-t001,Table 1,44.0,-36.0,42.0
8609487,bpl-7-bpl200115-t001,Table 1,-32.0,18.0,-14.0
8609487,bpl-7-bpl200115-t001,Table 1,46.0,2.0,-4.0
8609487,bpl-7-bpl200115-t001,Table 1,-48.0,14.0,14.0
8609487,bpl-7-bpl200115-t001,Table 1,-36.0,8.0,6.0
8609487,bpl-7-bpl200115-t001,Table 1,50.0,18.0,6.0
8609487,bpl-7-bpl200115-t001,Table 1,40.0,6.0,0.0
8609487,bpl-7-bpl200115-t001,Table 1,-42.0,-52.0,14.0
8609487,bpl-7-bpl200115-t001,Table 1,-56.0,-48.0,18.0
8609487,bpl-7-bpl200115-t001,Table 1,-8.0,22.0,26.0
8609487,bpl-7-bpl200115-t001,Table 1,-46.0,10.0,-8.0
8609487,bpl-7-bpl200115-t001,Table 1,44.0,16.0,-8.0
8609487,bpl-7-bpl200115-t003,Table 3,-64.0,-26.0,32.0
8609487,bpl-7-bpl200115-t003,Table 3,48.0,-32.0,38.0
8609487,bpl-7-bpl200115-t003,Table 3,-28.0,4.0,0.0
8609487,bpl-7-bpl200115-t003,Table 3,-28.0,-6.0,16.0
8609487,bpl-7-bpl200115-t003,Table 3,6.0,-56.0,22.0
8609487,bpl-7-bpl200115-t003,Table 3,42.0,4.0,-10.0
8609487,bpl-7-bpl200115-t003,Table 3,-52.0,14.0,8.0
8609487,bpl-7-bpl200115-t003,Table 3,-50.0,14.0,-6.0
8609487,bpl-7-bpl200115-t003,Table 3,-2.0,46.0,2.0
8609487,bpl-7-bpl200115-t003,Table 3,28.0,-52.0,44.0
8121565,tab2,Table 2,-9,-51,-3
8121565,tab2,Table 2,-6,51,-3
7758505,T2,Table 2,-6.0,51.0,-18.0
7758505,T2,Table 2,-9.0,-45.0,27.0
7758505,T2,Table 2,30.0,-96.0,9.0
7758505,T3,Table 3,-57.0,15.0,6.0
7758505,T3,Table 3,48.0,-33.0,45.0
7758505,T3,Table 3,-30.0,-63.0,30.0
7758505,T3,Table 3,-24.0,6.0,51.0
7758505,T3,Table 3,33.0,6.0,48.0
7758505,T3,Table 3,3.0,30.0,39.0
7758505,T3,Table 3,-36.0,39.0,6.0
7758505,T3,Table 3,42.0,-87.0,3.0
7772238,T1,Table 1,40.0,4.0,12.0
7772238,T1,Table 1,40.0,-2.0,-10.0
6156348,T3,Table 3,3.0,-6.0,63.0
9389209,T2,Table 2,-24,-99,24
9389209,T2,Table 2,-18,-99,24
9389209,T3,Table 3,27,-99,-12
9389209,T3,Table 3,24,54,-9
9389209,T3,Table 3,-39,-15,51
9389209,T3,Table 3,-33,-6,45
9389209,T3,Table 3,-6,6,57
9389209,T3,Table 3,15,-36,54
9389209,T3,Table 3,-3,-42,63
9389209,T3,Table 3,24,-27,54
10055319,T2,Table 2.,-56,-65,24
10055319,T2,Table 2.,-39,-69,15
10055319,T2,Table 2.,-33,-75,-3
10055319,T3,Table 3.,-33,-12,21
10055319,T3,Table 3.,-30,-3,30
10055319,T3,Table 3.,-39,-57,-3
10055319,T3,Table 3.,-39,-57,-3
10055319,T3,Table 3.,-36,-63,9
10055319,T3,Table 3.,36,-39,3
10055319,T3,Table 3.,-39,-3,9
10055319,T3,Table 3.,21,42,36
10055319,T3,Table 3.,12,30,57
10055319,T3,Table 3.,-1,39,24
10055319,T3,Table 3.,-6,-6,60
10055319,T3,Table 3.,12,-15,69
10055319,T3,Table 3.,27,12,57
8468102,brainsci-11-01248-t003,Table 3,62.0,-14.0,18.0
8468102,brainsci-11-01248-t003,Table 3,62.0,-10.0,38.0
8468102,brainsci-11-01248-t003,Table 3,66.0,-22.0,34.0
8468102,brainsci-11-01248-t003,Table 3,-62.0,-22.0,36.0
8468102,brainsci-11-01248-t003,Table 3,-60.0,-14.0,18.0
8468102,brainsci-11-01248-t003,Table 3,-50.0,2.0,22.0
8468102,brainsci-11-01248-t003,Table 3,26.0,-46.0,64.0
8468102,brainsci-11-01248-t003,Table 3,30.0,-42.0,54.0
8468102,brainsci-11-01248-t004,Table 4,6.0,-4.0,60.0
8468102,brainsci-11-01248-t004,Table 4,-8.0,-12.0,64.0
8468102,brainsci-11-01248-t004,Table 4,2.0,-4.0,58.0
8468102,brainsci-11-01248-t004,Table 4,10.0,6.0,36.0
8468102,brainsci-11-01248-t004,Table 4,-60.0,6.0,28.0
8468102,brainsci-11-01248-t004,Table 4,-46.0,-6.0,54.0
8468102,brainsci-11-01248-t004,Table 4,-48.0,2.0,10.0
8468102,brainsci-11-01248-t004,Table 4,62.0,-16.0,22.0
8468102,brainsci-11-01248-t004,Table 4,54.0,-26.0,34.0
8468102,brainsci-11-01248-t004,Table 4,58.0,-34.0,24.0
8468102,brainsci-11-01248-t004,Table 4,-56.0,-22.0,24.0
8468102,brainsci-11-01248-t004,Table 4,44.0,2.0,6.0
8468102,brainsci-11-01248-t004,Table 4,54.0,8.0,14.0
8468102,brainsci-11-01248-t004,Table 4,28.0,-2.0,0.0
8468102,brainsci-11-01248-t004,Table 4,6.0,-4.0,60.0
8468102,brainsci-11-01248-t004,Table 4,-8.0,-12.0,64.0
8468102,brainsci-11-01248-t004,Table 4,60.0,-18.0,16.0
8468102,brainsci-11-01248-t004,Table 4,48.0,-26.0,28.0
8468102,brainsci-11-01248-t004,Table 4,56.0,-24.0,36.0
8468102,brainsci-11-01248-t004,Table 4,-54.0,-18.0,18.0
8468102,brainsci-11-01248-t004,Table 4,-54.0,-26.0,22.0
8468102,brainsci-11-01248-t004,Table 4,-60.0,-20.0,36.0
8468102,brainsci-11-01248-t004,Table 4,50.0,-28.0,22.0
7686764,Tab2,Table 2,61,-40,11
7686764,Tab2,Table 2,6,-28,-7
7686764,Tab2,Table 2,-12,-17,6
7686764,Tab2,Table 2,13,-9,7
7686764,Tab2,Table 2,-50,-20,21
7686764,Tab2,Table 2,-42,-62,0
7686764,Tab2,Table 2,-32,27,0
7686764,Tab2,Table 2,0,-65,-10
7686764,Tab2,Table 2,-36,-46,50
7686764,Tab2,Table 2,-34,-60,-5
7686764,Tab2,Table 2,30,-47,-6
7686764,Tab2,Table 2,-38,-8,41
7686764,Tab2,Table 2,32,-41,30
7686764,Tab2,Table 2,-10,7,57
7686764,Tab2,Table 2,-28,-72,28
7686764,Tab2,Table 2,57,-21,43
7686764,Tab2,Table 2,-30,-26,53
7686764,Tab2,Table 2,-22,-27,3
7686764,Tab2,Table 2,-16,4,44
7686764,Tab2,Table 2,36,26,15
7686764,Tab2,Table 2,-36,-60,1
7686764,Tab2,Table 2,-34,20,5
7686764,Tab2,Table 2,0,-62,-32
7686764,Tab2,Table 2,36,-5,50
7686764,Tab2,Table 2,44,-58,1
7686764,Tab2,Table 2,6,36,26
9563234,T2,Table 2,5.49,3.63,3.72
9563234,T2,Table 2,8.35,9.04,8.59
9563234,T2,Table 2,8.87,9.38,8.72
9563234,T2,Table 2,11.24,12.83,11.05
9563234,T2,Table 2,8.29,8.68,7.84
9563234,T2,Table 2,8.36,8.78,7.82
9563234,T2,Table 2,-3.0,21.0,-18.0
9563234,T2,Table 2,-6.0,6.0,60.0
9563234,T2,Table 2,12.0,18.0,3.0
9563234,T2,Table 2,12.0,-51.0,-15.0
9563234,T2,Table 2,-54.0,-45.0,0.0
9563234,T2,Table 2,-9.0,-21.0,51.0
9563234,T2,Table 2,-39.0,-15.0,51.0
9563234,T2,Table 2,39.0,-33.0,66.0
9563234,T2,Table 2,6.0,51.0,12.0
9563234,T2,Table 2,0.0,-72.0,48.0
7267910,hbm24913-tbl-0001,Table 1,60.0,2.0,4.0
7267910,hbm24913-tbl-0001,Table 1,-50.0,-14.0,10.0
7267910,hbm24913-tbl-0001,Table 1,60.0,-20.0,30.0
7267910,hbm24913-tbl-0001,Table 1,34.0,4.0,-48.0
7267910,hbm24913-tbl-0001,Table 1,48.0,-2.0,12.0
7267910,hbm24913-tbl-0001,Table 1,-34.0,0.0,12.0
7267910,hbm24913-tbl-0001,Table 1,40.0,16.0,-2.0
7267910,hbm24913-tbl-0001,Table 1,-46.0,-6.0,28.0
7267910,hbm24913-tbl-0001,Table 1,-56.0,-52.0,36.0
7267910,hbm24913-tbl-0001,Table 1,44.0,12.0,-4.0
7267910,hbm24913-tbl-0001,Table 1,-56.0,12.0,-6.0
7267910,hbm24913-tbl-0001,Table 1,-34.0,0.0,12.0
7267910,hbm24913-tbl-0001,Table 1,-12.0,-78.0,52.0
7267910,hbm24913-tbl-0001,Table 1,58.0,-18.0,20.0
7267910,hbm24913-tbl-0001,Table 1,-32.0,2.0,12.0
7267910,hbm24913-tbl-0001,Table 1,-8.0,54.0,0.0
7267910,hbm24913-tbl-0001,Table 1,-2.0,50.0,-18.0
7267910,hbm24913-tbl-0001,Table 1,-2.0,50.0,-18.0
7267910,hbm24913-tbl-0002,Table 2,-2.0,-54.0,58.0
7267910,hbm24913-tbl-0002,Table 2,-2.0,-28.0,54.0
7267910,hbm24913-tbl-0002,Table 2,-2.0,-28.0,54.0
7267910,hbm24913-tbl-0002,Table 2,-44.0,-32.0,58.0
7267910,hbm24913-tbl-0002,Table 2,-44.0,-76.0,-46.0
7267910,hbm24913-tbl-0003,Table 3,32.0,-20.0,-24.0
7267910,hbm24913-tbl-0003,Table 3,-58.0,-64.0,-12.0
7267910,hbm24913-tbl-0003,Table 3,40.0,26.0,44.0
7267910,hbm24913-tbl-0003,Table 3,18.0,-48.0,-50.0
7267910,hbm24913-tbl-0003,Table 3,64.0,-34.0,44.0
7267910,hbm24913-tbl-0003,Table 3,12.0,-46.0,-62.0
7267910,hbm24913-tbl-0003,Table 3,-48.0,-40.0,50.0
7267910,hbm24913-tbl-0003,Table 3,-20.0,-66.0,-58.0
7267910,hbm24913-tbl-0003,Table 3,-22.0,-72.0,38.0
7267910,hbm24913-tbl-0003,Table 3,-14.0,-78.0,20.0
7267910,hbm24913-tbl-0004,Table 4,-2.0,-52.0,60.0
7267910,hbm24913-tbl-0004,Table 4,2.0,12.0,20.0
7267910,hbm24913-tbl-0004,Table 4,-56.0,-14.0,8.0
7267910,hbm24913-tbl-0004,Table 4,46.0,-8.0,8.0
8527045,t0015,Table 3,60.0,-27.0,39.0
8527045,t0015,Table 3,60.0,-15.0,36.0
8527045,t0015,Table 3,54.0,-27.0,42.0
8527045,t0015,Table 3,54.0,-18.0,42.0
8527045,t0015,Table 3,42.0,-33.0,42.0
8527045,t0015,Table 3,-21.0,-57.0,48.0
8527045,t0015,Table 3,-39.0,-39.0,48.0
8527045,t0015,Table 3,-51.0,-30.0,39.0
8527045,t0015,Table 3,51.0,-30.0,39.0
8527045,t0015,Table 3,57.0,-21.0,42.0
8527045,t0015,Table 3,42.0,-30.0,42.0
8527045,t0015,Table 3,-27.0,-39.0,45.0
8527045,t0015,Table 3,-45.0,-39.0,51.0
8527045,t0015,Table 3,-48.0,-30.0,36.0
8527045,t0015,Table 3,-6.0,-33.0,-15.0
8527045,t0015,Table 3,9.0,-54.0,-18.0
8527045,t0015,Table 3,3.0,-54.0,-24.0
8527045,t0015,Table 3,54.0,-66.0,-3.0
8527045,t0015,Table 3,48.0,-69.0,-12.0
8527045,t0015,Table 3,60.0,-24.0,42.0
8527045,t0015,Table 3,51.0,-33.0,42.0
8527045,t0015,Table 3,0.0,-9.0,51.0
8527045,t0015,Table 3,-39.0,-72.0,-12.0
8527045,t0015,Table 3,-45.0,-66.0,-6.0
8527045,t0015,Table 3,-42.0,-48.0,-15.0
8527045,t0015,Table 3,-15.0,-57.0,63.0
8527045,t0015,Table 3,-51.0,-36.0,57.0
8527045,t0015,Table 3,3.0,-54.0,-15.0
8527045,t0015,Table 3,-6.0,-30.0,-15.0
8527045,t0015,Table 3,6.0,-15.0,-12.0
8527045,t0015,Table 3,30.0,-93.0,-3.0
8527045,t0015,Table 3,36.0,-87.0,-3.0
8527045,t0015,Table 3,-3.0,-75.0,-6.0
8527045,t0015,Table 3,9.0,-60.0,-15.0
8527045,t0015,Table 3,3.0,-69.0,-12.0
8527045,t0015,Table 3,-30.0,-57.0,39.0
8527045,t0015,Table 3,-48.0,-30.0,36.0
8527045,t0015,Table 3,-60.0,-36.0,33.0
8527045,t0015,Table 3,54.0,-18.0,27.0
8527045,t0015,Table 3,48.0,-30.0,39.0
8527045,t0015,Table 3,63.0,-21.0,30.0
8527045,t0015,Table 3,57.0,-27.0,42.0
8527045,t0015,Table 3,57.0,-15.0,36.0
8527045,t0015,Table 3,36.0,-36.0,36.0
8527045,t0015,Table 3,45.0,-30.0,36.0
8527045,t0015,Table 3,60.0,-21.0,36.0
8527045,t0015,Table 3,-33.0,-48.0,30.0
8527045,t0015,Table 3,-33.0,-48.0,42.0
8527045,t0015,Table 3,-27.0,-72.0,51.0
8527045,t0015,Table 3,27.0,-57.0,45.0
8527045,t0015,Table 3,36.0,-69.0,54.0
8527045,t0015,Table 3,33.0,-69.0,42.0
8527045,t0015,Table 3,-3.0,-57.0,-9.0
8527045,t0015,Table 3,3.0,-54.0,-18.0
8527045,t0015,Table 3,0.0,-72.0,-9.0
8904428,T2,TABLE 2,39,-30,42
8904428,T2,TABLE 2,48,-21,21
8904428,T2,TABLE 2,33,-6,12
8904428,T2,TABLE 2,24,-51,60
8904428,T2,TABLE 2,60,-42,36
8904428,T2,TABLE 2,51,-42,45
8904428,T2,TABLE 2,33,-54,42
8904428,T2,TABLE 2,33,-75,30
8904428,T2,TABLE 2,48,-69,21
9249946,t0015,Table 3,12.0,24.0,9.0
9249946,t0015,Table 3,27.0,36.0,9.0
9249946,t0015,Table 3,6.0,27.0,45.0
9249946,t0015,Table 3,39.0,24.0,33.0
9249946,t0015,Table 3,6.0,27.0,45.0
9249946,t0020,Table 4,-60.0,-33.0,18.0
9249946,t0020,Table 4,57.0,-63.0,-3.0
9249946,t0020,Table 4,-48.0,-12.0,-24.0
9249946,t0020,Table 4,-39.0,-18.0,-6.0
9249946,t0025,Table 5,18.0,-81.0,-3.0
9249946,t0025,Table 5,21.0,-81.0,-6.0
9249946,t0025,Table 5,0.0,39.0,21.0
10338816,brb33059-tbl-0002,TABLE 2,-45.0,45.0,18.0
10338816,brb33059-tbl-0002,TABLE 2,63.0,-36.0,12.0
10338816,brb33059-tbl-0002,TABLE 2,-18.0,-45.0,30.0
10338816,brb33059-tbl-0002,TABLE 2,-45.0,21.0,-3.0
10338816,brb33059-tbl-0002,TABLE 2,-24.0,69.0,3.0
10338816,brb33059-tbl-0002,TABLE 2,-15.0,0.0,9.0
10338816,brb33059-tbl-0002,TABLE 2,15.0,54.0,33.0
10338816,brb33059-tbl-0002,TABLE 2,-18.0,30.0,39.0
10338816,brb33059-tbl-0002,TABLE 2,27.0,27.0,39.0
10338816,brb33059-tbl-0002,TABLE 2,-48.0,9.0,48.0
10338816,brb33059-tbl-0002,TABLE 2,-9.0,39.0,51.0
10338816,brb33059-tbl-0002,TABLE 2,42.0,-30.0,6.0
10338816,brb33059-tbl-0002,TABLE 2,21.0,-42.0,60.0
10338816,brb33059-tbl-0003,TABLE 3,27.0,-9.0,-3.0
10338816,brb33059-tbl-0003,TABLE 3,42.0,30.0,3.0
10338816,brb33059-tbl-0003,TABLE 3,-36.0,36.0,6.0
10338816,brb33059-tbl-0003,TABLE 3,0.0,-99.0,12.0
10338816,brb33059-tbl-0003,TABLE 3,-45.0,0.0,-45.0
10338816,brb33059-tbl-0003,TABLE 3,3.0,30.0,-15.0
10338816,brb33059-tbl-0003,TABLE 3,-3.0,30.0,21.0
8639725,Tab2,Table 2,48.0,30.0,27.0
8639725,Tab2,Table 2,51.0,18.0,30.0
8639725,Tab2,Table 2,51.0,33.0,15.0
8639725,Tab2,Table 2,12.0,39.0,51.0
8639725,Tab2,Table 2,12.0,36.0,60.0
8639725,Tab2,Table 2,-54.0,12.0,-3.0
8639725,Tab2,Table 2,-51.0,15.0,27.0
8639725,Tab2,Table 2,-39.0,12.0,33.0
8639725,Tab2,Table 2,-60.0,-54.0,-9.0
8639725,Tab2,Table 2,-48.0,-3.0,42.0
8639725,Tab2,Table 2,-45.0,-3.0,30.0
8639725,Tab2,Table 2,-42.0,-81.0,24.0
8639725,Tab3,Table 3,-21.0,-33.0,0.0
8639725,Tab3,Table 3,18.0,-33.0,0.0
8639725,Tab3,Table 3,-21.0,-90.0,-36.0
8639725,Tab3,Table 3,-27.0,12.0,-18.0
8639725,Tab3,Table 3,9.0,-60.0,24.0
8639725,Tab3,Table 3,3.0,-42.0,27.0
8639725,Tab3,Table 3,21.0,-30.0,66.0
8639725,Tab3,Table 3,3.0,48.0,36.0
8639725,Tab3,Table 3,-36.0,60.0,-9.0
8639725,Tab3,Table 3,33.0,63.0,9.0
8639725,Tab3,Table 3,-33.0,-36.0,-18.0
8639725,Tab3,Table 3,57.0,12.0,-12.0
8639725,Tab3,Table 3,6.0,-48.0,-48.0
8639725,Tab3,Table 3,-6.0,-48.0,-48.0
8639725,Tab3,Table 3,18.0,-51.0,-48.0
8639725,Tab3,Table 3,24.0,-45.0,-18.0
8639725,Tab3,Table 3,-12.0,30.0,-21.0
8639725,Tab3,Table 3,3.0,-93.0,6.0
8639725,Tab3,Table 3,3.0,-87.0,18.0
8639725,Tab3,Table 3,-3.0,-93.0,3.0
8639725,Tab3,Table 3,-30.0,-3.0,63.0
8639725,Tab3,Table 3,24.0,-9.0,63.0
8639725,Tab3,Table 3,-3.0,-33.0,72.0
8639725,Tab3,Table 3,3.0,-36.0,72.0
8639725,Tab3,Table 3,6.0,-48.0,69.0
8639725,Tab3,Table 3,-33.0,-36.0,-18.0
8639725,Tab3,Table 3,30.0,66.0,6.0
8639725,Tab3,Table 3,-36.0,60.0,-6.0
8639725,Tab3,Table 3,30.0,66.0,9.0
8639725,Tab3,Table 3,-27.0,36.0,-15.0
8639725,Tab3,Table 3,-27.0,63.0,15.0
8639725,Tab3,Table 3,63.0,9.0,24.0
8639725,Tab3,Table 3,-63.0,-51.0,6.0
8639725,Tab3,Table 3,54.0,-84.0,-33.0
8639725,Tab3,Table 3,-36.0,3.0,12.0
8639725,Tab3,Table 3,54.0,-57.0,-39.0
8639725,Tab3,Table 3,36.0,-78.0,-33.0
8639725,Tab3,Table 3,-39.0,-69.0,-51.0
8639725,Tab3,Table 3,-36.0,-75.0,-27.0
9578989,tbl0001,Table 1,-20.0,-66.0,-20.0
9578989,tbl0001,Table 1,-22.0,-46.0,-20.0
9578989,tbl0001,Table 1,-30.0,-92.0,16.0
9578989,tbl0001,Table 1,2.0,-52.0,-14.0
9578989,tbl0001,Table 1,-12.0,-100.0,8.0
9578989,tbl0001,Table 1,-32.0,-30.0,-12.0
9578989,tbl0001,Table 1,-4.0,-92.0,-4.0
9578989,tbl0001,Table 1,-10.0,-60.0,8.0
9578989,tbl0001,Table 1,-12.0,-76.0,8.0
9578989,tbl0001,Table 1,-12.0,-98.0,18.0
9578989,tbl0001,Table 1,-44.0,38.0,12.0
9578989,tbl0001,Table 1,-14.0,-68.0,-24.0
9578989,tbl0001,Table 1,40.0,14.0,-34.0
9578989,tbl0001,Table 1,-30.0,14.0,-18.0
9578989,tbl0001,Table 1,-30.0,-36.0,-14.0
9578989,tbl0001,Table 1,36.0,-24.0,-26.0
9578989,tbl0001,Table 1,-46.0,6.0,-2.0
9578989,tbl0001,Table 1,-46.0,26.0,-4.0
9578989,tbl0001,Table 1,48.0,-10.0,-38.0
9578989,tbl0001,Table 1,-50.0,-18.0,-10.0
9578989,tbl0001,Table 1,-6.0,36.0,6.0
9578989,tbl0001,Table 1,58.0,2.0,8.0
9578989,tbl0001,Table 1,14.0,44.0,10.0
9578989,tbl0001,Table 1,-48.0,-10.0,12.0
9578989,tbl0001,Table 1,-66.0,-32.0,-18.0
9578989,tbl0001,Table 1,-46.0,-58.0,20.0
9578989,tbl0001,Table 1,-64.0,-14.0,-26.0
9578989,tbl0001,Table 1,-40.0,-14.0,-36.0
9578989,tbl0001,Table 1,26.0,-58.0,-22.0
9578989,tbl0001,Table 1,66.0,-34.0,26.0
9578989,tbl0001,Table 1,62.0,-4.0,-10.0
9578989,tbl0001,Table 1,6.0,-52.0,-14.0
9578989,tbl0001,Table 1,-10.0,30.0,28.0
9578989,tbl0001,Table 1,-56.0,-2.0,-8.0
9578989,tbl0001,Table 1,-62.0,-22.0,22.0
9578989,tbl0001,Table 1,-64.0,-38.0,4.0
9578989,tbl0001,Table 1,-44.0,-78.0,16.0
9578989,tbl0001,Table 1,-44.0,-26.0,-26.0
9578989,tbl0001,Table 1,-24.0,-16.0,-20.0
9578989,tbl0001,Table 1,-16.0,-40.0,-46.0
9578989,tbl0001,Table 1,60.0,-52.0,-16.0
9578989,tbl0001,Table 1,28.0,-80.0,18.0
9578989,tbl0001,Table 1,-6.0,-10.0,42.0
9578989,tbl0001,Table 1,4.0,-86.0,8.0
9578989,tbl0001,Table 1,-26.0,28.0,44.0
9578989,tbl0001,Table 1,46.0,-70.0,-42.0
9578989,tbl0001,Table 1,28.0,12.0,52.0
9578989,tbl0002,Table 2,-32.0,30.0,-12.0
9578989,tbl0002,Table 2,-4.0,0.0,10.0
9578989,tbl0002,Table 2,22.0,-52.0,-20.0
9578989,tbl0002,Table 2,-48.0,0.0,-24.0
9578989,tbl0002,Table 2,30.0,28.0,36.0
9578989,tbl0002,Table 2,24.0,16.0,52.0
9578989,tbl0002,Table 2,22.0,54.0,-2.0
9578989,tbl0002,Table 2,50.0,46.0,-10.0
9578989,tbl0002,Table 2,4.0,40.0,-8.0
9578989,tbl0002,Table 2,8.0,34.0,16.0
9578989,tbl0002,Table 2,50.0,16.0,4.0
9578989,tbl0002,Table 2,-16.0,-48.0,-16.0
9578989,tbl0002,Table 2,-36.0,-42.0,-34.0
9578989,tbl0002,Table 2,-18.0,-46.0,2.0
9578989,tbl0002,Table 2,-24.0,-28.0,-10.0
9578989,tbl0002,Table 2,-56.0,-42.0,4.0
9578989,tbl0002,Table 2,-64.0,-22.0,2.0
9578989,tbl0002,Table 2,-48.0,-58.0,14.0
9578989,tbl0002,Table 2,36.0,-36.0,-24.0
9578989,tbl0002,Table 2,-16.0,-86.0,-30.0
9578989,tbl0002,Table 2,42.0,-68.0,-20.0
9578989,tbl0002,Table 2,-16.0,-88.0,-16.0
9578989,tbl0002,Table 2,50.0,-70.0,-18.0
9578989,tbl0002,Table 2,4.0,-42.0,-24.0
9578989,tbl0002,Table 2,-52.0,-56.0,-26.0
9578989,tbl0002,Table 2,22.0,-100.0,-10.0
9578989,tbl0002,Table 2,-40.0,-28.0,54.0
9578989,tbl0002,Table 2,-32.0,-42.0,68.0
9578989,tbl0002,Table 2,30.0,-88.0,34.0
9578989,tbl0002,Table 2,-10.0,-48.0,50.0
9578989,tbl0002,Table 2,4.0,-52.0,64.0
9578989,tbl0002,Table 2,-4.0,66.0,16.0
9578989,tbl0002,Table 2,8.0,32.0,60.0
9578989,tbl0002,Table 2,-26.0,56.0,32.0
9578989,tbl0002,Table 2,-8.0,48.0,50.0
9578989,tbl0002,Table 2,-2.0,68.0,-4.0
9578989,tbl0002,Table 2,54.0,0.0,-42.0
9578989,tbl0002,Table 2,34.0,0.0,-36.0
9578989,tbl0002,Table 2,26.0,6.0,-28.0
9578989,tbl0002,Table 2,64.0,-8.0,42.0
9578989,tbl0002,Table 2,42.0,-24.0,38.0
9578989,tbl0002,Table 2,58.0,-38.0,34.0
9578989,tbl0002,Table 2,-34.0,-76.0,30.0
9578989,tbl0002,Table 2,-40.0,-80.0,8.0
9578989,tbl0002,Table 2,54.0,-16.0,-20.0
9578989,tbl0002,Table 2,42.0,-36.0,-16.0
9578989,tbl0002,Table 2,-54.0,24.0,24.0
9578989,tbl0003,Table 3,6.0,-58.0,46.0
9578989,tbl0003,Table 3,30.0,64.0,0.0
9578989,tbl0003,Table 3,72.0,-36.0,-6.0
9578989,tbl0003,Table 3,66.0,-10.0,-12.0
9578989,tbl0003,Table 3,-34.0,-72.0,46.0
9578989,tbl0003,Table 3,-48.0,-6.0,-6.0
9578989,tbl0003,Table 3,-54.0,-32.0,0.0
9578989,tbl0003,Table 3,-6.0,-50.0,0.0
9578989,tbl0003,Table 3,52.0,-54.0,50.0
9578989,tbl0003,Table 3,36.0,-68.0,54.0
