Seed ROI,"Source Centre(x, y, z)",Target Region,"Target Centre(x, y, z)",BA,I/D,Effect Size,T-value,p-value,p-value,Cluster size (number of voxels)
Seed ROI,"Source Centre(x, y, z)",Target Region,"Target Centre(x, y, z)",BA,I/D,Effect Size,T-value,Voxel-level,Cluster-level (FDR),Cluster size (number of voxels)
atlas.FP l (Frontal Pole Left),"(−25, 53, 8)","Rolandic_Oper_R (aal), Right Precentral Gyrus, Right Superior Temporal Gyrus, Insula_R (aal), Right Postcentral Gyrus","(42, 10, 10)","13, 22, 43, 6",D,−0.24,−5.26,0.1×10−5,1.5×10−5,667
atlas.MidFG l (Middle Frontal Gyrus Left),"(−38, 18, 42)","Central Opercular Cortex, Postcentral_R (aal), Precentral_R (aal)","(56, −20, 52)","3, 1, 4, 6, 2",D,−0.24,−5.79,0.4×10−5,1.16×10−4,554
"atlas.pSTG l (Superior Temporal Gyrus, posterior division Left)","(−62, −29, 4)","Limbic Lobe_R, Fusiform_R (aal), ParaHippocampal_R (aal), R Cerebellum Anterior Lobe, Hippocampus_R (aal)","(38, −44, −20)","37, 35, 36, 20",D,−0.21,−7.26,<0.1×10−5,0.2×10−5,784
"atlas.pSTG l (Superior Temporal Gyrus, posterior division Left)","(−62, −29, 4)","Occipital_Mid_L (aal), Temporal_Mid_L (aal)","(−46, −66, 0)","19, 18, 37",D,−0.23,−6.37,0.1×10−5,1.2×10−5,608
