Brain areas,MNI coordinates,MNI coordinates,MNI coordinates,Voxels,T*
Brain areas,X,Y,Z,Voxels,T*
fALFF,fALFF,fALFF,fALFF,fALFF,fALFF
Calcarine gyrus_L,− 7,− 79,6,133,3.46
Calcarine gyrus_R,16,− 73,9,50,3.45
Superior occipital gyrus_L,− 17,− 84,28,110,3.42
Superior occipital gyrus_R,21,− 93,21,82,3.56
Middle occipital gyrus_L,− 36–,78,− 8,78,3.43
Cuneus_L,3,− 81,18,105,3.46
FC (seed as right superior occipital gyrus),FC (seed as right superior occipital gyrus),FC (seed as right superior occipital gyrus),FC (seed as right superior occipital gyrus),FC (seed as right superior occipital gyrus),FC (seed as right superior occipital gyrus)
Olfactory_R,3,24,− 3,86,4.23
Rectus_R,8,36,18,78,4.12
Rectus_L,− 5,37,− 18,54,4.05
Middle frontal gyrus (orbital part)_R,33,53,− 11,54,3.93
FC (seed as left hippocampus),FC (seed as left hippocampus),FC (seed as left hippocampus),FC (seed as left hippocampus),FC (seed as left hippocampus),FC (seed as left hippocampus)
Medial prefrontal cortex_L,− 5,54,− 7,237,− 3.21
Medial prefrontal cortex_R,8,52,− 7,225,− 3.20
Superior frontal gyrus_L,− 18,35,42,203,− 3.73
Superior frontal gyrus_R,22,31,44,185,− 3.13
