Unnamed: 0_level_0,Peak location (AAL-90),No. of voxels,Peak t-value,Peak coordinate in MNI space,Peak coordinate in MNI space,Peak coordinate in MNI space,Included other regions,GLM-parameter (β value) (mean ± SEM),GLM-parameter (β value) (mean ± SEM)
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,X,Y,Z,Unnamed: 7_level_1,PDM,Ctrl
ISE-INCL,,,,,,,,,
PDM-Ctrl,,,,,,,,,
ESE-ISE,,,,,,,,,
PDM-Ctrl,CERCRU2.R,196.0,–3.655,36.0,–78,–48,"CERCRU1.R, ITG.R",–0.873 ± 0.241,0.298 ± 0.224
ESE-INCL,,,,,,,,,
PDM-Ctrl,,,,,,,,,
