Cluster number,Cluster size (voxels),Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate region,F value,T-value difference between ROT and PT,T-value difference between ROT and control group,T-value difference between PT and control group
Unnamed: 0_level_1,Unnamed: 1_level_1,X,Y,Z,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Unnamed: 9_level_1
1,160,39,45,39,Right dorsolateral SFG,10.02,No significant difference,–4.06,–4.77
