Cluster number,Cluster size (voxels),Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate region,F value,T-value difference between ROT and PT,T-value difference between ROT and control group,T-value difference between PT and control group
Unnamed: 0_level_1,Unnamed: 1_level_1,X,Y,Z,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Unnamed: 9_level_1
1,132,39,42,39,Right MFG,14.86,3.18,–4.58,–5.09
2,46,–3,42,57,Left medial superior frontal gyrus,14.98,No significant difference,–3.82,–4.60
3,93,36,–57,66,Right superior parietal gyrus,13.44,No significant difference,–4.36,–4.07
