Cluster number,Cluster size (voxel),Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate,Peak MNI coordinate region,F value,T-value difference between ROT and PT,T-value difference between ROT and control group,T-value difference between PT and control group
Unnamed: 0_level_1,Unnamed: 1_level_1,X,Y,Z,Unnamed: 5_level_1,Unnamed: 6_level_1,Unnamed: 7_level_1,Unnamed: 8_level_1,Unnamed: 9_level_1
1,25,–12,45,–15,Left gyrus rectus,14.36,–2.93,–5.18,–2.25
2,49,–15,54,42,Left dorsolateral SFG,15.79,No significant difference,–4.60,–4.34
3,73,15,54,45,Right dorsolateral SFG,13.85,No significant difference,–3.86,–4.26
