Unnamed: 0_level_0,Positive network strength,Positive network strength,Positive network strength,Negative network strength,Negative network strength,Negative network strength,Combined network strength,Combined network strength,Combined network strength
Unnamed: 0_level_1,r,R2,MAE,r,R2,MAE,r,R2,MAE
Original,−0.008,6.3e‐5,0.648,−0.169,0.028,0.57,−0.140,0.02,0.617
Adjusted,−0.025,0.001,0.62,−0.133,0.018,0.536,−0.136,0.018,0.58
