Unnamed: 0_level_0,Positive network strength,Positive network strength,Positive network strength,Negative network strength,Negative network strength,Negative network strength,Combined network strength,Combined network strength,Combined network strength
Unnamed: 0_level_1,NART,Ind.,Mod.,NART,Ind.,Mod.,NART,Ind.,Mod.
Unnamed: 0_level_2,r,R2,R2,r,R2,R2,r,R2,R2
Original,0.045,2.9e‐5,0.002,−0.084,0.024???,0.001,−0.039,0.016???,0.005
Adjusted,0.017,4e‐4,4e‐4,−0.077,0.015???,6.1e‐6,−0.063,0.015???,3.5e‐6
