Comparisons,Brain Regions,Cluster size (voxel number),Peak T,MNI coordinates,MNI coordinates,MNI coordinates
Comparisons,Brain Regions,Cluster size (voxel number),Peak T,x,y,z
1 Hz taVNS > pre-resting,MCC,282,6.36,− 4,− 12,40
1 Hz taVNS > pre-resting,PCu,200,4.71,4,− 50,44
1 Hz taVNS > pre-resting,MFG,232,4.56,− 30,30,42
1 Hz taVNS > pre-resting,Cuneus,191,4.05,− 6,− 76,32
pre-resting > 1 Hz taVNS,,,,,,
20 Hz taVNS > pre-resting,No regions survive the threshold,No regions survive the threshold,No regions survive the threshold,No regions survive the threshold,No regions survive the threshold,No regions survive the threshold
pre-resting > 20 Hz taVNS,,,,,,
