Unnamed: 0_level_0,Peak MNI coordinates,Peak MNI coordinates,Peak MNI coordinates,Unnamed: 4_level_0,Unnamed: 5_level_0
Area,x,y,z,Voxel size,Peak t-value
rCrus I,36.0,-67.5,-36.0,813,-4.89
rLobule VI,22.5,-69.0,-22.5,1213,-5.195
