Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Peak MNI,Peak MNI,Peak MNI,Unnamed: 7_level_0
Unnamed: 0_level_1,Unnamed: 1_level_1,Region,Voxel size,x,y,z,Peak t-value
ROI 1: rCrus I,X2Y,lPostCG,1579,-63,-6,21,6.193
,Y2X,lIFGtri,646,-42,30,9,-7.387
ROI 2: rLobuleVI,X2Y,lSMG,204,-60,-24,15,5.692
,Y2X,lSMG,81,-54,-24,24,-5.185
