Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Peak MNI,Peak MNI,Peak MNI,Unnamed: 6_level_0
Seed,Region,Voxel size,x,y,z,Peak t-value
ROI 1: rCrus I,lPreCG,75,-51,9,33,-5.295
ROI 2: rLobule VI,lPreCG,317,-54,0,27,-5.723
