Networks,AAL regions,MNI coordinates,MNI coordinates,MNI coordinates,Peak T value,Cluster voxels
Networks,AAL regions,x,y,z,Peak T value,Cluster voxels
Cerebellum,Cerebelum_Crus1_R,27,−78,−36,−6.9746,65
Cerebellum,Cerebelum_Crus2_R,22,−74,−39,−5.2359,74
Cerebellum,Cerebelum_8_R,21,−69,−40,−5.5828,47
Cerebellum,Cerebelum_Crus2_L,−15,−78,−33,−5.8267,47
Cerebellum,Cerebelum_Crus1_L,−20,−73,−34,−5.1369,54
SMN2,Postcentral_L,−51,−9,27,−6.5683,25
LFPN,Parietal_Inf_L,−36,−71,42,−5.0843,54
LFPN,Angular_L,−39,−66,42,−5.6904,36
SN,Frontal_Mid_R,30,36,27,−6.3314,48
SN,Frontal_Sup_L,−18,39,36,−7.1288,38
SN,Frontal_Mid_L,−30,34,38,−4.3143,39
