p (cluster FDR),Voxels,Coordinates,Coordinates,Coordinates,Peak T,Label
p (cluster FDR),Voxels,x,y,z,Peak T,Label
<.001,"2,108",24,11,56,11.65,Right middle frontal gyrus
<.001,,−24,8,50,10.72,Left middle frontal gyrus
<.001,,−48,5,32,9.810,Left precentral gyrus
<.001,"2,897",−6,−61,44,10.73,Precuneus
<.001,,−18,−70,50,10.68,Left superior parietal lobule
<.001,,21,−67,53,10.44,Right superior parietal lobule
.004,120,48,5,23,7.00,Right precentral gyrus
.003,149,27,−61,−37,6.92,Right cerebellum
.003,,9,−73,−31,4.78,Right cerebellum
.003,136,−18,5,11,5.84,Left caudate
.003,,−30,26,2,5.75,Left anterior insula
.038,63,−33,50,2,4.20,Left middle frontal gyrus
.038,,−42,50,2,4.02,Left middle frontal gyrus
<.001,661,−3,−16,32,−8.73,Middle cingulate gyrus
<.001,,0,−37,20,−6.08,Posterior cingulate gyrus
<.001,,0,−28,44,−5.42,Posterior cingulate gyrus
<.001,660,39,−19,20,−6.54,Right parietal operculum
<.001,,36,−16,2,−5.56,Right posterior insula
<.001,,39,2,−1,−5.16,Right anterior insula
<.001,910,12,59,20,−6.11,Superior frontal gyrus
<.001,,−6,62,8,−5.86,Medial superior frontal gyrus
<.001,,−9,53,−1,−5.84,Medial superior frontal gyrus
<.001,498,−36,−10,−4,−5.39,Left posterior insula
<.001,,−63,−25,5,−4.73,Left superior temporal gyrus
<.001,,−39,−19,17,−4.64,Left central operculum
.037,74,21,38,−1,−5.19,Anterior cingulate gyrus
