Unnamed: 0_level_0,Networks,Networks,Networks,Networks,Networks,Networks,Networks,Networks,Networks
Unnamed: 0_level_1,WM,CogAC,VigAtt,ToM,SM,eSAD,Motor + PS,Motor + SS,Connectome
r¯young,.17,.01,−.06,.03,.16,−.05,.16,.12,.16
r¯old,.35???,.37???,.33???,.52???,.43???,.45???,.24???,.52???,.42???
Cohen’s q,.19,.38,.40,.55,.30,.54,.08,.46,.29
