Unnamed: 0_level_0,Networks,Networks,Networks,Networks,Networks,Networks,Networks,Networks,Networks
Unnamed: 0_level_1,WM,CogAC,VigAtt,ToM,SM,eSAD,Motor + PS,Motor + SS,Connectome
r¯young,.12,0,.06,.09,.18,−.19,.11,.16,.20
r¯old,.40???,.27???,.26???,.42???,.33???,.32???,.39???,.36???,.43???
Cohen’s q,.30,.28,.21,.36,.16,.52,.30,.22,.26
