Network,FPN,FPN,DMN,DMN,FPN-DMN,FPN-DMN
Predictor,Beta (standard error),p,Beta (standard error),p,Beta (standard error),p
Connection strength change,−1.33 (3.49),.87,1.38 (3.09),.87,−.68 (3.37),.87
Sex,3.96 (1.83),< .05,3.85 (1.80),< .05,3.90 (1.83),< .05
