Network,FPN,FPN,DMN,DMN,FPN-DMN,FPN-DMN
Predictor,Beta (standard error),p,Beta (standard error),p,Beta (standard error),p
Similarity rest-task (slope linear model),−13.16 (4.45),< .05,−3.61 (5.26),.87,−14.40 (5.59),.060
Sex,3.87 (1.66),< .05,3.87 (1.80),< .05,3.62 (1.69),< .05
