Response,"Predictors [Estimate β, P-value, Cohen’s d (if significant)]","Predictors [Estimate β, P-value, Cohen’s d (if significant)]","Predictors [Estimate β, P-value, Cohen’s d (if significant)]",Random effects
Response,Time,Time × tumor grade,Time × tumor lateralization,σ2
Rey complex figure delayed reproduction,"[0.75, 0.0025, 0.94]*","[ – 0.26, 0.51]","[ – 0.26, 0.45]",25.81
Rey’s 15-word list delayed recall,"[ – 0.07, 0.432]","[ – 0.14, 0.12]","[0.18, 0.032, 0.43]",3.95
Picture-naming test,"[0.14, 0.15]","[ – 0.09, 0.0333, – 0.22]","[0.08, 0.74]",3.94
Corsi span,"[ – 0.04, 0.15]","[0.07, 0.0435, 0.57]","[0.06, 0.638]",0.34
Semantic fluency,"[ – 0.55, 0.046, – 0.63]","[0.42, 0.66]","[0.82, 0.17]",31.93
