Domain-general tasks,Metric,Correlation with strength of numerosity network,Correlation with strength of numerosity network
Domain-general tasks,Metric,r value,P value
HCP story,Inverse efficiency score,0.109,>0.2
HCP flanker,Unadjusted scale score,−0.047,>0.6
HCP flanker,Age-adjusted scale score,−0.037,>0.6
HCP working memory,Inverse efficiency score,0.149,>0.1
HCP gF test,Error rate,0.092,>0.3
