Unnamed: 0_level_0,Left (n = 13),Mixed (n = 13),Right (n = 24),Group Comparisons,Group Comparisons,Post hoc
Unnamed: 0_level_1,Mean ± SD,Mean ± SD,Mean ± SD,Statistic,p,Unnamed: 6_level_1
Gender (male/female),8/5,4/9,11/13,χ2 = 2.48,0.290,_
Age (years),24.46 ± 2.70,22.69 ± 3.34,24.83 ± 3.30,F = 2.24,0.117,_
Handedness score,−71.23 ± 15.83,−7.96 ± 23.75,99.58 ± 2.04,F = 636.90,<0.001,Right>Mixed>Left
MMSE score,30,30,30,F = 0,>0.99,_
