Regions,MNI coordinates,MNI coordinates,MNI coordinates,Cluster size,F-value,Left (n = 13),Mixed (n = 13),Right (n = 24)
Unnamed: 0_level_1,X,Y,Z,Unnamed: 4_level_1,Unnamed: 5_level_1,Mean ± SD,Mean ± SD,Mean ± SD
LTOC,42,−72,−3,37,9.37,1.17 ± 0.07,1.00 ± 0.07,0.76 ± 0.05
OFC,12,48,−9,23,8.06,0.94 ± 0.06,0.67 ± 0.06,0.66 ± 0.05
PHM,33,−6,60,41,9.8,0.71 ± 0.05,0.85 ± 0.05,0.57 ± 0.04
