Region,BA,Cluster size,t-value for peak voxels,"MNI coordinates, mm","MNI coordinates, mm","MNI coordinates, mm"
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,x,y,z
Seed1: Precentral_R,,,,,,
Cingulum_Ant_L,32.0,82.0,−3.68,0,45,9
Postcentral_R,3.0,113.0,4.27,60,−18,48
Seed2: Frontal_Mid_R,,,,,,
Temporal_Mid_L,21.0,73.0,−3.96,−60,−18,−9
Seed 3: Frontal_Mid_Orb_R,,,,,,
Parietal_Inf_L,40.0,80.0,−4.53,−54,−51,36
