Node number,Node name,All subjects,All subjects,Sham stimulated subjects,Sham stimulated subjects,Verum stimulated subjects,Verum stimulated subjects
Node number,Node name,Correlation coefficient,p value,Correlation coefficient,p value,Correlation coefficient,p value
Degree,Degree,Degree,Degree,Degree,Degree,Degree,Degree
124,L parahippocampal,−0.07,.69,−0.58,.03,−0.03,.90
Betweenness centrality,Betweenness centrality,Betweenness centrality,Betweenness centrality,Betweenness centrality,Betweenness centrality,Betweenness centrality,Betweenness centrality
45,L postcentral,0.60,<.01,0.69,.01,0.51,.03
213,L supp motor area,−0.33,.06,0.04,.90,−0.65,<.01
