Unnamed: 0,ADHD (n = 30) M (SD),TD (n = 33) M (SD),T-value,P
Age,9.61 (1.67),9.35 (1.61),0.648,0.555
Gender,18 Male,18 Male,–,–
Verbal IQ,106.60 (11.45),103.03 (9.72),1.338,0.714
Performance IQ,104.57 (12.21),104.42 (11.59),0.047,0.907
Full-scale IQ,106.37 (11.65),104.15 (9.79),0.819,0.331
