Clusters,MNI coordinates,MNI coordinates,MNI coordinates,Voxels,AAL Brain Region,Peak t value
Clusters,X,Y,Z,Voxels,AAL Brain Region,Peak t value
Left insular,−39,18,−3,32,Insula_L,4.772
Left supramarginal gyrus,−60,−42,33,30,SupraMarginal_L,4.857
