Unnamed: 0_level_0,Unnamed: 1_level_0,MNI coordinates,MNI coordinates,MNI coordinates,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0
ROI,Target cluster,x,y,z,T value,Cluster size,Uncorr cluster size p
L posterior cingulate cortex (PCC),R primary visual cortex (V1),12,−62,8,−13.60,45,4.8e-05
