Unnamed: 0_level_0,Unnamed: 1_level_0,MNI coordinates,MNI coordinates,MNI coordinates,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0
ROI,Target cluster,x,y,z,T value,Cluster size,Uncorr cluster size p
R posterior parietal cortex (PPC),L insula,−30,10,2,15.09,90,1.5e-07
R posterior parietal cortex (PPC),R insula,38,16,2,13.19,62,0.000231
