Unnamed: 0_level_0,Awake,Awake,Anesthesia,Anesthesia
rs-fMRI metric,MSb,MSw,MSb,MSw
ALFF,1.16 ± 1.52,0.13 ± 0.22,1.27 ± 3.60,0.08 ± 0.20
fALFF,1.07 ± 1.21,0.30 ± 0.27,1.58 ± 2.99,0.27 ± 0.33
FC,0.12 ± 0.06,0.02 ± 0.01,0.14 ± 0.02,0.01 ± 0.00
ReHo,0.52 ± 0.45,0.07 ± 0.05,0.62 ± 0.73,0.05 ± 0.04
