IC pair,MADRS,MADRS,ZSRDS,ZSRDS
IC pair,Baseline,Change,Baseline,Change
1–3a (mVis– OccP),0,0,–0.9∗,1∗∗
3–17 (OccP–?),0.8,–1∗∗,0.7,–0.4
5–11 (AN–ECN),–1∗∗,0.8,–0.3,0.5
5–13 (AN–SMN),–0.4,0.8,–0.5,0.9∗
7–17 (RFr–?),0.2,–1∗∗,–0.2,–0.7
10–12 (DMN–DMN/LFr),1∗∗,–0.8,0.8,–0.6
