Regions,Clustersize,Brodmann'sareas,MNI coordination,MNI coordination,MNI coordination,T value
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,X,Y,Z,Unnamed: 6_level_1
R/L-PostCG/LING/CAL,"2,243",3/4/18/19,± 3,−21,27,−4.9477
R/L-MTG,13,-,± 39,−63,3,−3.0776
R/L-MOG/ANG,27,19/39,± 45,−78,33,−3.3491
