sFC,Uncorrected p-values (punc),Uncorrected p-values (punc),Uncorrected p-values (punc),Uncorrected p-values (punc)
Unnamed: 0_level_1,0.001,0.005,0.01,0.05
NC vs. Fighters,0.04 (8),0.02 (48),0.01 (99),0.004 (402)
Non-impaired vs. Impaired fighters,0.03 (10),0.02 (45),0.02 (86),0.02 (328)
dFC,,,,
NC vs. Fighters,0.32,0.51,0.23,0.27
Non-impaired vs. Impaired fighters,0.38,0.09 (21),0.10 (50),0.09 (243)
