Unnamed: 0_level_0,Uncorrected p-values,Uncorrected p-values,Uncorrected p-values,Uncorrected p-values
Unnamed: 0_level_1,0.001,0.005,0.01,0.05
Positive association between sFC and PSS,0.01 (15),0.03 (40),0.02 (85),0.02 (315)
