Unnamed: 0_level_0,Adjusted for change in FD and baseline value,Adjusted for change in FD and baseline value,Adjusted for change in FD and baseline value,Adjusted for change in FD and baseline value
Unnamed: 0_level_1,Games,Crosswords,Diff,p
DMNECN_change,–0.012 (0.034),–0.001 (0.030),–0.011 (0.046),0.805
DMNSLN_change,–0.061 (0.036),0.036 (0.032),–0.097 (0.048),0.045
DMNSMN_change,–0.043 (0.034),0.001 (0.030),–0.044 (0.045),0.335
