Unnamed: 0_level_0,Brain region,Peak MNI coordinates,Peak MNI coordinates,Peak MNI coordinates,Voxel size,Peak t score
Unnamed: 0_level_1,Brain region,X,Y,Z,Voxel size,Peak t score
L Red Nucleus,L Middle Frontal Gyrus,−18,6,48,293,−3.8345
R Red Nucleus,R superior parietal lobe,12,−60,63,245,−3.7167
R Red Nucleus,R Cerebellum,6,−54,−12,73,5.1646
