Cognitive function,HC,SCD,MCI,AD,p
Visuo-spatialExecutiveWorking memoryMemoryLanguage,0.39 ± 0.30.52 ± 0.40.39 ± 0.40.61 ± 0.30.52 ± 0.3,0.28 ± 0.40.34 ± 0.50.31 ± 0.60.36 ± 0.40.35 ± 0.5,−0.39 ± 0.7−0.51 ± 0.7−0.46 ± 0.7−0.59 ± 0.6−0.58 ± 0.6,−1.49 ± 1.3−1.86 ± 0.8−1.52 ± 0.7−1.98 ± 0.6−1.85 ± 0.7,< 0.001 < 0.05 < 0.001 < 0.001 < 0.05
