Unnamed: 0,HC (n = 175),SCD (n = 175),MCI (n = 86),AD (n = 54)
Sex (% female)Age (years)Education (years)GDSMMSE (/30),5869.0 ± 5.314.7 ± 2.70.6 ± 1.129.4 ± 0.8,4971.2 ± 5.814.7 ± 3.21.9 ± 1.929.2 ± 1.0,4172.5 ± 5.213.8 ± 2.92.1 ± 1.927.9 ± 1.7,5773.6 ± 6.413.5 ± 3.32.2 ± 1.823.5 ± 3.3
