Unnamed: 0_level_0,Girl,Girl,Boy,Boy
State,ADHD,Control,ADHD,Control
1,0.08,0.24,0.24,0.09
2,0.24,0.16,0.17,0.17
3,0.16,0.2,0.32,0.21
4,0.19,0.3,0.07,0.29
5,0.32,0.1,0.2,0.24
