Unnamed: 0_level_0,MRG,MRG,MRG,MRG,HRG,HRG,HRG,HRG
Unnamed: 0_level_1,n,Age,Reappraisal,Suppression,n,Age,Reappraisal,Suppression
Unnamed: 0_level_2,Unnamed: 1_level_2,M (SD),M (SD),M (SD),Unnamed: 5_level_2,M (SD),M (SD),M (SD)
Female,44.0,21.20 (2.11),4.93 (0.35),3.40 (0.91),12.0,21.25 (1.82),6.04 (0.44),3.52 (0.89)
Male,36.0,21.58 (2.09),4.92 (0.33),3.76 (0.94),8.0,21.25 (2.05),6.21 (0.54),3.50 (1.16)
p,,0.425,0.891,0.088,,1.000,0.460,0.964
