Optimizer,F1-Score(%),F1-Score(%),F1-Score(%),Accuracy (%)
Optimizer,ASD,APD,PDD-NOS,Overall
RMSPROP,79.6,80.7,81.7,80.2
SGDM,80.9,79.8,80.6,80.3
ADAM,81.7,82.3,83.6,82.1
