Unnamed: 0_level_0,Pearson graph,Pearson graph,Mutual information graph,Mutual information graph
Unnamed: 0_level_1,CC,p value,CC,p value
Clustering coefficient,−0.56,0.032,−0.69,0.0016
Modularity,0.53,0.0656,0.52,0.0776
Path length,0.58,0.0232,0.64,0.0056
Global efficiency,−0.57,0.0272,−0.64,0.0064
