Unnamed: 0_level_0,Pearson graph,Mutual information graph,p value,r (95% CI)
Unnamed: 0_level_1,Mean ± SD,Mean ± SD,p value,r (95% CI)
Clustering coefficient,0.26 ± 0.17,0.10 ± 0.08,<0.001,"0.88 (0.74, 0.95)"
Modularity,0.10 ± 0.04,0.11 ± 0.03,0.246,"0.86 (0.68, 0.93)"
Path length,3.57 ± 1.14,9.47 ± 3.45,<0.001,"0.88 (0.73, 0.94)"
Global efficiency,0.35 ± 0.14,0.15 ± 0.08,<0.001,"0.84 (0.65, 0.93)"
