Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Peak coordinate,Peak coordinate,Peak coordinate,Unnamed: 6_level_0
Unnamed: 0_level_1,Brain regions,Cluster Size (mm3),X,Y,Z,t Values
FcHo,Left MTG,6000,–60,–26,–7,–5.29
FC,"Left STG extend to left MTG, left rolandic operculum",4509,–45,–18,18,–4.30
FC,"Right postcentral, extend to right precentral",3672,30,–27,60,–4.38
