Brain areas,MNI coordinates,MNI coordinates,MNI coordinates,BA,Voxels,T value
Unnamed: 0_level_1,X,Y,Z,Unnamed: 4_level_1,Unnamed: 5_level_1,Unnamed: 6_level_1
Lingual Gyrus,±24,−60,−9,19,74,−4.336
Insula,±42,−30,15,–,39,−4.320
Cuneus,±6,−78,24,18,73,−5.110
Pre-central Gyrus,±51,−12,36,–,27,−4.136
Post-central Gyrus,±21,−33,69,–,40,−3.522
