Seed region,Brain region,Cluster size,MNI‐coordinates,MNI‐coordinates,MNI‐coordinates,pFDR
Seed region,Brain region,Cluster size,x,y,z,pFDR
l‐DOPA + Amisulpride > placebo,l‐DOPA + Amisulpride > placebo,l‐DOPA + Amisulpride > placebo,l‐DOPA + Amisulpride > placebo,l‐DOPA + Amisulpride > placebo,l‐DOPA + Amisulpride > placebo,l‐DOPA + Amisulpride > placebo
Pu,Precuneus,214,−02,−52,+60,0.001
EXA,R inferior frontal gyrus,136,+02,+12,+20,0.02
SNc,"Insula L, central operculum R",154,−56,−14,+8,0.02
SNc,"Insula R, central operculum L",104,+46,–08,+08,0.04
