Unnamed: 0_level_0,HR,HR,LR,LR,HR v LR P-Values,HR v LR P-Values,1.5 v 9 Month P-Values,1.5 v 9 Month P-Values,1.5 v 9 Month P-Values
Unnamed: 0_level_1,1.5 Months N=33,9 Months N=38,1.5 Months N=32,9 MonthsN=22,1.5 Months,9 Months,HR,LR,HR v LR
Male/Female Subjects,19/14,23/15,19/13,11/11,0.88,0.43,0.96,0.93,0.92
Age (months),1.50 + 0.29,9.23 + 0.38,1.55 + 0.24,9.16 + 0.37,0.41,0.47,–,–,0.24
Mean Relative Motion (mm),0.10 + 0.07,0.08 + 0.05,0.08 + 0.05,0.06 + 0.03,0.35,0.13,0.12,0.12,0.85
# of Motion/Noise Components,26.67 + 9.66,22.13 + 7.78,27.22 + 11.19,22.86 + 8.25,0.83,0.73,0.049,0.10,0.96
Race (white/nonwhite),22/9,25/9,21/9,13/8,0.93,0.36,0.97,0.95,0.94
