AAL,Coordinates of maximum,Coordinates of maximum,Coordinates of maximum,Cluster size,F
AAL,X,Y,Z,Cluster size,F
Reho,,,,,
Right Cbe6/CPL/Cbe4-5/Ver6,12,−69,−18,36.0,10.72
Bilateral PCUN,−3,−63,6,99.0,12.65
Bilateral CAU,6,3,9,44.0,11.6
Bilateral SFG,0,60,33,41.0,12.18
Bilateral PCUN,−9,−45,42,91.0,11.51
Right SFG/MFG,33,42,45,42.0,12.77
